study_ref_id,biodist_type,animal_model,cell_lines,dosage_symbols,dosage_value,dosage_unit,detection_time,metabolism,excretion,tumor_retention_time,tbr_tumor_blood,tbr_tumor_muscle,tbr_tumor_kidney,tbr_tumor_salivary_glands,tbr_tumor_liver,tbr_tumor_lung,tbr_tumor_heart,biodist_result_image,biodist_description,created_at,updated_at
BIO05455,Ex vivo biodistribution,Subcutaneous inoculation of KB cells on both shoulders or right shoulder of female germ free mice (CD-1 Foxn-1/nu) aged 5 to 6 weeks,KB cell,=,3,MBq,48h,"It demonstrates ≥99% in vivo plasma stability at 4 h p.i., ~93% binding to mouse plasma proteins, and no explicit metabolic degradation described.","It is excreted with high kidney retention peaking at 24 h (69±7% IA/g), slow washout, and low liver uptake (0.81±0.22% IA/g at 24 h) showing minor hepatobiliary excretion.",＞120h,,,,,,,,BIOR05455,"It shows high tumor uptake (max 51±7% IA/g at 48 h), high kidney retention (69±7% IA/g at 24 h), elevated early blood activity, and low non-target tissue accumulation.",,
BIO05455,Ex vivo biodistribution,Subcutaneous inoculation of KB cells on both shoulders or right shoulder of female germ free mice (CD-1 Foxn-1/nu) aged 5 to 6 weeks,KB cell,=,3,MBq,72h,"It demonstrates ≥99% in vivo plasma stability at 4 h p.i., ~93% binding to mouse plasma proteins, and no explicit metabolic degradation described.","It is excreted with high kidney retention peaking at 24 h (69±7% IA/g), slow washout, and low liver uptake (0.81±0.22% IA/g at 24 h) showing minor hepatobiliary excretion.",＞120h,,,,,,,,BIOR05455,"It shows high tumor uptake (max 51±7% IA/g at 48 h), high kidney retention (69±7% IA/g at 24 h), elevated early blood activity, and low non-target tissue accumulation.",,
BIO05455,Ex vivo biodistribution,Subcutaneous inoculation of KB cells on both shoulders or right shoulder of female germ free mice (CD-1 Foxn-1/nu) aged 5 to 6 weeks,KB cell,=,3,MBq,120h,"It demonstrates ≥99% in vivo plasma stability at 4 h p.i., ~93% binding to mouse plasma proteins, and no explicit metabolic degradation described.","It is excreted with high kidney retention peaking at 24 h (69±7% IA/g), slow washout, and low liver uptake (0.81±0.22% IA/g at 24 h) showing minor hepatobiliary excretion.",＞120h,,,,,,,,BIOR05455,"It shows high tumor uptake (max 51±7% IA/g at 48 h), high kidney retention (69±7% IA/g at 24 h), elevated early blood activity, and low non-target tissue accumulation.",,
BIO05456,Ex vivo biodistribution,Subcutaneous inoculation of KB cells on both shoulders or right shoulder of female germ free mice (CD-1 Foxn-1/nu) aged 5 to 6 weeks,KB cell,=,3,MBq,1h,"It exhibits ≥99% in vivo plasma stability at 4 h p.i., ~90% binding to mouse plasma proteins, and no explicit metabolic degradation reported.","It is excreted with kidney uptake peaking at 24 h (28±3% IA/g), subsequent washout, and moderate liver accumulation (3.1±1.0% IA/g at 24 h) indicating partial hepatobiliary excretion.",＞120h,,,,,,,,BIOR05456,"It exhibits moderate tumor uptake (max 18±3% IA/g at 24 h), kidney uptake (28±3% IA/g at 24 h), rapid blood clearance, and moderate liver uptake.",,
BIO05456,Ex vivo biodistribution,Subcutaneous inoculation of KB cells on both shoulders or right shoulder of female germ free mice (CD-1 Foxn-1/nu) aged 5 to 6 weeks,KB cell,=,3,MBq,4h,"It exhibits ≥99% in vivo plasma stability at 4 h p.i., ~90% binding to mouse plasma proteins, and no explicit metabolic degradation reported.","It is excreted with kidney uptake peaking at 24 h (28±3% IA/g), subsequent washout, and moderate liver accumulation (3.1±1.0% IA/g at 24 h) indicating partial hepatobiliary excretion.",＞120h,,,,,,,,BIOR05456,"It exhibits moderate tumor uptake (max 18±3% IA/g at 24 h), kidney uptake (28±3% IA/g at 24 h), rapid blood clearance, and moderate liver uptake.",,
BIO05456,Ex vivo biodistribution,Subcutaneous inoculation of KB cells on both shoulders or right shoulder of female germ free mice (CD-1 Foxn-1/nu) aged 5 to 6 weeks,KB cell,=,3,MBq,24h,"It exhibits ≥99% in vivo plasma stability at 4 h p.i., ~90% binding to mouse plasma proteins, and no explicit metabolic degradation reported.","It is excreted with kidney uptake peaking at 24 h (28±3% IA/g), subsequent washout, and moderate liver accumulation (3.1±1.0% IA/g at 24 h) indicating partial hepatobiliary excretion.",＞120h,,,,,,,,BIOR05456,"It exhibits moderate tumor uptake (max 18±3% IA/g at 24 h), kidney uptake (28±3% IA/g at 24 h), rapid blood clearance, and moderate liver uptake.",,
BIO05456,Ex vivo biodistribution,Subcutaneous inoculation of KB cells on both shoulders or right shoulder of female germ free mice (CD-1 Foxn-1/nu) aged 5 to 6 weeks,KB cell,=,3,MBq,48h,"It exhibits ≥99% in vivo plasma stability at 4 h p.i., ~90% binding to mouse plasma proteins, and no explicit metabolic degradation reported.","It is excreted with kidney uptake peaking at 24 h (28±3% IA/g), subsequent washout, and moderate liver accumulation (3.1±1.0% IA/g at 24 h) indicating partial hepatobiliary excretion.",＞120h,,,,,,,,BIOR05456,"It exhibits moderate tumor uptake (max 18±3% IA/g at 24 h), kidney uptake (28±3% IA/g at 24 h), rapid blood clearance, and moderate liver uptake.",,
BIO05456,Ex vivo biodistribution,Subcutaneous inoculation of KB cells on both shoulders or right shoulder of female germ free mice (CD-1 Foxn-1/nu) aged 5 to 6 weeks,KB cell,=,3,MBq,72h,"It exhibits ≥99% in vivo plasma stability at 4 h p.i., ~90% binding to mouse plasma proteins, and no explicit metabolic degradation reported.","It is excreted with kidney uptake peaking at 24 h (28±3% IA/g), subsequent washout, and moderate liver accumulation (3.1±1.0% IA/g at 24 h) indicating partial hepatobiliary excretion.",＞120h,,,,,,,,BIOR05456,"It exhibits moderate tumor uptake (max 18±3% IA/g at 24 h), kidney uptake (28±3% IA/g at 24 h), rapid blood clearance, and moderate liver uptake.",,
BIO05456,Ex vivo biodistribution,Subcutaneous inoculation of KB cells on both shoulders or right shoulder of female germ free mice (CD-1 Foxn-1/nu) aged 5 to 6 weeks,KB cell,=,3,MBq,120h,"It exhibits ≥99% in vivo plasma stability at 4 h p.i., ~90% binding to mouse plasma proteins, and no explicit metabolic degradation reported.","It is excreted with kidney uptake peaking at 24 h (28±3% IA/g), subsequent washout, and moderate liver accumulation (3.1±1.0% IA/g at 24 h) indicating partial hepatobiliary excretion.",＞120h,,,,,,,,BIOR05456,"It exhibits moderate tumor uptake (max 18±3% IA/g at 24 h), kidney uptake (28±3% IA/g at 24 h), rapid blood clearance, and moderate liver uptake.",,
BIO05457,Ex vivo biodistribution,Subcutaneous injection of RPMI 8226 cells into the left hind leg of NSG mice,RPMI 8226 cells,=,150,mg/kg,1h,"Tumour uptake ~4.5% IA/g (sustained 48 h), renal uptake peaks at 18% IA/g (1 h) then declines, highest absorbed doses in tumour (0.1 Gy/MBq) and kidneys (0.22 Gy/MBq).","Renal uptake peaks at 18% IA/g (1 h p.i.), declines to 2% IA/g (24 h p.i.) and ~1.2% IA/g (48 h p.i.); co-injected with gelofusin.",＞48h,,,,,,,,BIOR05457,"Tumour uptake ~4.5% IA/g (sustained 48 h), renal uptake peaks at 18% IA/g (1 h) then declines; highest absorbed doses in tumour and kidneys.",,
BIO05457,Ex vivo biodistribution,Subcutaneous injection of RPMI 8226 cells into the left hind leg of NSG mice,RPMI 8226 cells,=,150,mg/kg,3h,"Tumour uptake ~4.5% IA/g (sustained 48 h), renal uptake peaks at 18% IA/g (1 h) then declines, highest absorbed doses in tumour (0.1 Gy/MBq) and kidneys (0.22 Gy/MBq).","Renal uptake peaks at 18% IA/g (1 h p.i.), declines to 2% IA/g (24 h p.i.) and ~1.2% IA/g (48 h p.i.); co-injected with gelofusin.",＞48h,,,,,,,,BIOR05457,"Tumour uptake ~4.5% IA/g (sustained 48 h), renal uptake peaks at 18% IA/g (1 h) then declines; highest absorbed doses in tumour and kidneys.",,
BIO05457,Ex vivo biodistribution,Subcutaneous injection of RPMI 8226 cells into the left hind leg of NSG mice,RPMI 8226 cells,=,150,mg/kg,6h,"Tumour uptake ~4.5% IA/g (sustained 48 h), renal uptake peaks at 18% IA/g (1 h) then declines, highest absorbed doses in tumour (0.1 Gy/MBq) and kidneys (0.22 Gy/MBq).","Renal uptake peaks at 18% IA/g (1 h p.i.), declines to 2% IA/g (24 h p.i.) and ~1.2% IA/g (48 h p.i.); co-injected with gelofusin.",＞48h,,,,,,,,BIOR05457,"Tumour uptake ~4.5% IA/g (sustained 48 h), renal uptake peaks at 18% IA/g (1 h) then declines; highest absorbed doses in tumour and kidneys.",,
BIO05457,Ex vivo biodistribution,Subcutaneous injection of RPMI 8226 cells into the left hind leg of NSG mice,RPMI 8226 cells,=,150,mg/kg,24h,"Tumour uptake ~4.5% IA/g (sustained 48 h), renal uptake peaks at 18% IA/g (1 h) then declines, highest absorbed doses in tumour (0.1 Gy/MBq) and kidneys (0.22 Gy/MBq).","Renal uptake peaks at 18% IA/g (1 h p.i.), declines to 2% IA/g (24 h p.i.) and ~1.2% IA/g (48 h p.i.); co-injected with gelofusin.",＞48h,,,,,,,,BIOR05457,"Tumour uptake ~4.5% IA/g (sustained 48 h), renal uptake peaks at 18% IA/g (1 h) then declines; highest absorbed doses in tumour and kidneys.",,
BIO05457,Ex vivo biodistribution,Subcutaneous injection of RPMI 8226 cells into the left hind leg of NSG mice,RPMI 8226 cells,=,150,mg/kg,48h,"Tumour uptake ~4.5% IA/g (sustained 48 h), renal uptake peaks at 18% IA/g (1 h) then declines, highest absorbed doses in tumour (0.1 Gy/MBq) and kidneys (0.22 Gy/MBq).","Renal uptake peaks at 18% IA/g (1 h p.i.), declines to 2% IA/g (24 h p.i.) and ~1.2% IA/g (48 h p.i.); co-injected with gelofusin.",＞48h,,,,,,,,BIOR05457,"Tumour uptake ~4.5% IA/g (sustained 48 h), renal uptake peaks at 18% IA/g (1 h) then declines; highest absorbed doses in tumour and kidneys.",,
BIO05458,Ex vivo biodistribution,Subcutaneous injection of RPMI 8226 cells into the left hind leg of NSG mice,RPMI 8226 cells,=,51.1 ± 3.7,MBq,1h,"Radiolabelled sdAbs show specific tumour retention, high accumulation in kidneys/bladder, fast blood clearance, and low radioactivity in non-target organs/tissues.","Concentrated in kidneys and bladder, with fast blood clearance and low radioactivity in non-target organs/tissues.",＞1h,,,,,,,,BIOR05458,"Specific tumour retention, high accumulation in kidneys/bladder, fast blood clearance, and low radioactivity in non-target organs/tissues.",,
BIO05459,Ex vivo biodistribution,Subcutaneous injection of RPMI 8226 cells into the left hind leg of NSG mice,RPMI 8226 cells,=,18.8 ± 0.1,MBq,30min,"High specific tumour uptake at 1 h p.i.; high renal radioactivity reduced by gelofusin, low uptake in other organs as background, no receptor-mediated internalisation.",High renal radioactivity (23.00 ± 2.62% IA/g at 1 h p.i.) reduced by 57% via co-injection with 150 mg/kg gelofusin.,＞48h,,,,,,,,BIOR05459,"High specific tumour uptake at 1 h p.i., high renal radioactivity reduced by gelofusin, low uptake in other organs as background.",,
BIO05459,Ex vivo biodistribution,Subcutaneous injection of RPMI 8226 cells into the left hind leg of NSG mice,RPMI 8226 cells,=,18.8 ± 0.2,MBq,2.5h,"High specific tumour uptake at 1 h p.i.; high renal radioactivity reduced by gelofusin, low uptake in other organs as background, no receptor-mediated internalisation.",High renal radioactivity (23.00 ± 2.62% IA/g at 1 h p.i.) reduced by 57% via co-injection with 150 mg/kg gelofusin.,＞48h,,,,,,,,BIOR05459,"High specific tumour uptake at 1 h p.i., high renal radioactivity reduced by gelofusin, low uptake in other organs as background.",,
BIO05459,Ex vivo biodistribution,Subcutaneous injection of RPMI 8226 cells into the left hind leg of NSG mice,RPMI 8226 cells,=,18.8 ± 0.3,MBq,4.5h,"High specific tumour uptake at 1 h p.i.; high renal radioactivity reduced by gelofusin, low uptake in other organs as background, no receptor-mediated internalisation.",High renal radioactivity (23.00 ± 2.62% IA/g at 1 h p.i.) reduced by 57% via co-injection with 150 mg/kg gelofusin.,＞48h,,,,,,,,BIOR05459,"High specific tumour uptake at 1 h p.i., high renal radioactivity reduced by gelofusin, low uptake in other organs as background.",,
BIO05459,Ex vivo biodistribution,Subcutaneous injection of RPMI 8226 cells into the left hind leg of NSG mice,RPMI 8226 cells,=,18.8 ± 0.4,MBq,24h,"High specific tumour uptake at 1 h p.i.; high renal radioactivity reduced by gelofusin, low uptake in other organs as background, no receptor-mediated internalisation.",High renal radioactivity (23.00 ± 2.62% IA/g at 1 h p.i.) reduced by 57% via co-injection with 150 mg/kg gelofusin.,＞48h,,,,,,,,BIOR05459,"High specific tumour uptake at 1 h p.i., high renal radioactivity reduced by gelofusin, low uptake in other organs as background.",,
BIO05459,Ex vivo biodistribution,Subcutaneous injection of RPMI 8226 cells into the left hind leg of NSG mice,RPMI 8226 cells,=,18.8 ± 0.5,MBq,48h,"High specific tumour uptake at 1 h p.i.; high renal radioactivity reduced by gelofusin, low uptake in other organs as background, no receptor-mediated internalisation.",High renal radioactivity (23.00 ± 2.62% IA/g at 1 h p.i.) reduced by 57% via co-injection with 150 mg/kg gelofusin.,＞48h,,,,,,,,BIOR05459,"High specific tumour uptake at 1 h p.i., high renal radioactivity reduced by gelofusin, low uptake in other organs as background.",,
BIO05460,Ex vivo biodistribution,5-6 week old Fox Chase ferret light brown male mice were systematically implanted with MM1.S-CBR-GFP-WT human multiple myeloma cells through the lateral tail vein.,MM1.S-CBR- GFP -WT cell,=,6.6,MBq,1h,"Rapid clearance from non-target organs within 60 min; accumulates in marrow-rich bones (spine, pelvis, legs) within minutes and retains for up to 4 h.","Cleared from non-target organs within 60 min; excreted through kidneys, with 80% decrease in kidney uptake and 94% in bladder by 4 h.",＞4h,,,,,,,,BIOR05460,"Accumulates in marrow-rich bones (spine, pelvis, legs) within minutes, retains for up to 4 h; rapid clearance from non-target organs via kidneys by 60 min.",,
BIO05460,Ex vivo biodistribution,5-6 week old Fox Chase ferret light brown male mice were systematically implanted with MM1.S-CBR-GFP-WT human multiple myeloma cells through the lateral tail vein.,MM1.S-CBR- GFP -WT cell,=,6.6,MBq,4h,"Rapid clearance from non-target organs within 60 min; accumulates in marrow-rich bones (spine, pelvis, legs) within minutes and retains for up to 4 h.","Cleared from non-target organs within 60 min; excreted through kidneys, with 80% decrease in kidney uptake and 94% in bladder by 4 h.",＞4h,,,,,,,,BIOR05460,"Accumulates in marrow-rich bones (spine, pelvis, legs) within minutes, retains for up to 4 h; rapid clearance from non-target organs via kidneys by 60 min.",,
BIO05461,Ex vivo biodistribution,female athymic nude mice bearing A549 xenografts,A549 cells,=,5月10日,MBq,120h,"Tumor uptake peaks at 9.8 ± 1.1 %ID/g (ex vivo) at 120 h; liver uptake ~7 %ID/g, minimal bone accumulation.","Clears out of circulation over time; liver uptake ~7 %ID/g, minimal uptake in other off-target organs and bone.",＞120h,,,,,,,,BIOR05461,"Tumor uptake peaks at 9.8 ± 1.1 %ID/g (ex vivo) at 120 h; liver uptake ~7 %ID/g, minimal bone accumulation.",,
BIO05462,Ex vivo biodistribution,female athymic nude mice bearing H460 xenografts,H460 cell,=,5月10日,MBq,120h,Tumor uptake is 7.2 ± 0.1 %ID/g (ex vivo) at 120 h; off-target organ uptake similar to other daratumumab groups.,"Excreted with similar pattern to other daratumumab groups; liver uptake ~7 %ID/g, minimal off-target and bone accumulation.",＞120h,,,,,,,,BIOR05462,Tumor uptake is 7.2 ± 0.1 %ID/g (ex vivo) at 120 h; off-target organ uptake similar to other daratumumab groups.,,
BIO05463,Ex vivo biodistribution,female athymic nude mice bearing H358 xenografts,H358 cell,=,5月10日,MBq,120h,Tumor uptake is 5.5 ± 1.0 %ID/g (ex vivo) at 120 h; uptake due to EPR effect rather than specific binding.,"Shows clearance from circulation; liver uptake ~7 %ID/g, low uptake in non-target organs and bone.",＞120h,,,,,,,,BIOR05463,Tumor uptake is 5.5 ± 1.0 %ID/g (ex vivo) at 120 h; uptake due to EPR effect rather than specific binding.,,
BIO05464,Ex vivo biodistribution,female athymic nude mice bearing IgG-A549 xenografts,IgG-A549 cell,=,5月10日,MBq,120h,Tumor uptake is 5.0 ± 1.7 %ID/g (ex vivo) at 120 h; higher liver uptake (11.6 ± 0.9 %ID/g) than specific tracer.,Excreted with higher liver uptake (11.6 ± 0.9 %ID/g) than specific tracer; other organ uptake comparable to ⁸⁹Zr-Df-daratumumab.,＞120h,,,,,,,,BIOR05464,Tumor uptake is 5.0 ± 1.7 %ID/g (ex vivo) at 120 h; higher liver uptake (11.6 ± 0.9 %ID/g) than specific tracer.,,
