entity_id,entity_category,name,synonyms,external_id,smiles,structure_image,formula,iupac_name,inchi,inchikey,pubchem_cid,mol2d_path,mol3d_path,molecular_weight,complexity,heavy_atom_count,hbond_acceptors,hbond_donors,rotatable_bonds,logp,tpsa,ligand_type,linker_type,radionuclide_symbol,radionuclide_half_life,radionuclide_emission,radionuclide_energy,radiochemical_method_description,radiochemical_yield,radiochemical_purity,specific_activity,notes,created_at,updated_at
RDC02457,RDC,[64Cu]Cu-DOTA-TNYL-RAW,,,,,,,,,,,,,,,,,,,,,,,,,,The peptide TNYL-RAW was conjugated with the bifunctional chelator DOTA at its N-terminus to form DOTA-TNYL-RAW. This conjugate was then radiolabeled with 64Cu under heating conditions.,,>95%,7.4–14.8 MBq/nmol,,,
RDC02458,RDC,[64Cu]Cu-DOTA-Lys-hAb47,,,,,,,,,,,,,,,,,,,,,,,,,,"The anti-EphB4 antibodies (hAb47 and hAb131) were conjugated with the bifunctional chelator DOTA through lysine, cysteine, or oligosaccharide residues on the antibody. The resulting conjugates were then radiolabeled with 64Cu by incubating the reaction mixture at 40°C for 1 hour. The labeled products were purified using a PD-10 column.",,,37–74 MBq per 25 mg antibody,,,
RDC02463,RDC,[99mTc]Tc-HYNIC-P149-QY,,,,,,,,,,,,,,,,,,,,,,,,,,"The peptide P149-QY was radiolabeled with 99mTc using two methods: 1) Direct labeling, which resulted in high yields (ca. 98%) but low specific activity. 2) Using HYNIC as a bifunctional chelator and tricine as a co-ligand, which allowed for high specific activity. For the HYNIC method, tricine (0.05 mg/μg peptide) was used, and labeling was performed with a 1-hour incubation at 50°C, achieving yields of ca. 98%. The free sulfhydryl groups (Cys8 and Cys21) were protected (blocked) with EM (likely iodoacetamide or a similar agent) to prevent them from interfering with labeling and to preserve biological activity.",ca. 98%,,,,,
RDC02464,RDC,[99mTc]Tc-HYNIC-PEG4-EPH-3,,,,,,,,,,,,,,,,,,,,,,,,,,The cold precursor HYNIC-PEG4-EPH-3 was synthesized using solid-phase synthesis and purified by semi-preparative HPLC. Radiolabeling with 99mTc was performed using a co-ligand system of TPPTS and tricine to stabilize the complex.,,>97%,,,,
RDC02465,RDC,[68Ga]AJ201,,,,,,,,,,,,,,,,,,,,,,,,,,"AJ201 was labeled with 68Ga in sodium acetate buffer. The structure of AJ210 is not fully detailed, but it is implied to be a DOTA-conjugated version of the bicyclic peptide for 225Ac labeling.",66 ± 25%,>98%,15~20 GBq/µmol,,,
RDC02467,RDC,[68Ga]Ga-NOTA-ETN,,,,,,,,,,,,,,,,,,,,,,,,,,"The cold precursor ETN was synthesized with a NOTA chelator attached to its N-terminus. Radiolabeling was performed using the [18F][AlF]2+ cation method, where 68Ga is complexed with NOTA in the presence of aluminum fluoride. The final product was identified using high-resolution mass spectrometry (HR-MS).",,,,,,
RDC02468,RDC,[89Zr]Zr-EphA2 mAb,,,,,,,,,,,,,,,,,,,,,,,,,,"The EphA2 mAb was conjugated with DFO or NOTA chelators. [89Zr]Zr-EphA2 mAb was prepared by reacting the DFO-conjugated mAb with purified 89Zr-oxalate in HEPES/Na2CO3 buffer at 27°C. [177Lu]Lu-EphA2 mAb was prepared by reacting the NOTA-conjugated mAb with [177Lu]LuCl3 in sodium acetate buffer at 44°C, followed by a reaction with sodium ascorbate.",,,,,,
RDC02470,RDC,[68Ga]Ga-DOTA-SD01,,,,,,,,,,,,,,,,,,,,,,,,,,The cyclic peptide SD01 and the linear control peptide YSA were conjugated to the DOTA chelator. The DOTA-peptide conjugates were then labeled with 68Ga in a suitable buffer (implied by standard procedures).,,,,,,
RDC02473,RDC,[68Ga]Ga-DOTA-PACAP,,,,,,,,,,,,,,,,,,,,,,,,,,"The PACAP analogue peptide was conjugated to either DOTA or NODAGA using solid-phase peptide synthesis. The conjugates were then radiolabeled with 68GaCl3 eluted from a 68Ge/68Ga generator in 0.1 M HCl. The NODAGA conjugate showed faster labeling kinetics at room temperature, while the DOTA conjugate required higher temperatures (50-90°C).",,,,,,
RDC02475,RDC,[68Ga]Ga-DOTA-AE105-NH2,,,,,,,,,,,,,,,,,,,,,,,,,,"The peptides were radiolabeled with 68Ga from a 68Ge/68Ga generator using a cation-exchange chromatography approach or a fractionated elution approach. The fractionated elution approach was found to be superior, especially for NODAGA-AE105-NH2, as it produced pure products. Purification was performed using a Sep-Pak Light column.",,>95%,20 GBq/μmol,,,
RDC02477,RDC,[99mTc]Tc-HYNIC-SWL,,,,,,,,,,,,,,,,,,,,,,,,,,"HYNIC-SWL was dissolved in saline and incubated with tricine/EDDA solution. 99mTcO4- from a 99Mo/99mTc generator and SnCl2·2H2O were added, and the mixture was incubated at 100°C for 10 minutes. The product was purified using a Sep-Pak C-18 cartridge.",,,,,,
RDC02479,RDC,[111In]In-CHX-A″-DTPA-DS-8895a,,,,,,,,,,,,,,,,,,,,,,,,,,DS-8895a was conjugated with the chelators CHX-A″-DTPA (for 111In) and Df-Bz-NCS (for 89Zr). Radiolabeling was performed: 111In-CHX-A″-DTPA-DS-8895a at 37°C for 1 hour; 125I-DS-8895a using Iodogen method; 89Zr-Df-Bz-NCS-DS-8895a in HEPES buffer at 37°C for 1 hour. Quality control included SDS-PAGE and radiochemical purity assessment,,111In-CHX-A″-DTPA-DS-8895a: 99.6%; 125I-DS-8895a: 94.5%; 89Zr-Df-Bz-NCS-DS-8895a: 97.5%,,,,
RDC02446,RDC,[64Cu]Cu-NOTA-YY146,,,,,,,,,,,,,,,,,,,,,,,,,,"The antibody YY146 was conjugated with p-SCN-Bn-NOTA at a 20:1 molar ratio in PBS (pH 8.5-9.0) for 2 hours at 25-30°C. The conjugate (NOTA-YY146) was purified using PD-10 size exclusion columns. Radiolabeling was achieved by reacting 50–100 μg of NOTA-YY146 with 74–148 MBq of 64CuCl2 in 0.1M sodium acetate buffer (pH 4.5) at 37°C for 30 minutes. The final product, [64Cu]Cu-NOTA-YY146, was purified using PD-10 columns and filtered through a 0.2-μm filter.",,,>5 Ci/μmol,,,
RDC02492,RDC,[211At]At-AAMT,,,,,,,,,,,,,,,,,,,,,,,,,,The synthesis method is not detailed in the provided text. It is implied that 211At is introduced via electrophilic destannylation or similar direct radiohalogenation of a precursor molecule.,,,,,,
RDC02493,RDC,[211At]At-AAMT-O-Me-L,,,,,,,,,,,,,,,,,,,,,,,,,,"The text states that 211At is a halogen nuclide that is relatively easy to label, and techniques for labeling various compounds are being investigated. The compound was developed to be easily labeled. The specific method for [211At]At-AAMT-O-Me-L is not described",,,,,,
RDC02494,RDC,[89Zr]Zr-DFO-Ab2,,,,,,,,,,,,,,,,,,,,,,,,,,The monoclonal antibody Ab2 was conjugated with the chelator DFO (desferrioxamine B). The conjugate was then radiolabeled with 89Zr in 1 M HEPES buffer at pH 6.8-7.0 for 60 minutes at room temperature.,,97.6 ± 1.2%,189.1 MBq/mg,,,
RDC02499,RDC,2-[211At]AAMP,,,,,,,,,,,,,,,,,,,,,,,,,,Prepared from a stannyl precursor via a radioastatination reaction.,,,,,,
RDC02501,RDC,[211At]At-MABG,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiosynthesis of 211At-MABG was performed according to a previously published method with slight modification, using 211At produced by a cyclotron. The compound was labeled with 211At via electrophilic substitution.",,> 99.9%,,,,
RDC02515,RDC,[177Lu]Lu-EC0800,,,,,,,,,,,,,,,,,,,,,,,,,,"DOTA folate EC0800 (10⁻³ M) was mixed with HCl (0.05 M; 100-x mL) and sodium acetate (pH 8.0, 20 mL). 177LuCl3 was added, the solution was heated for 10 min at 95°C, and sodium-diethylenetriaminepentaacetic acid solution (5 mM, pH 5, 10 mL) was added to complex unreacted 177Lu(III). Quality control by HPLC.",>96%,,,,,
RDC02516,RDC,[177Lu]Lu-cm09,,,,,,,,,,,,,,,,,,,,,,,,,,"DOTA folate cm09 (10⁻³ M) was mixed with HCl (0.05 M; 100-x mL) and sodium acetate (pH 8.0, 20 mL). 177LuCl3 was added, the solution was heated for 10 min at 95°C, and sodium-diethylenetriaminepentaacetic acid solution (5 mM, pH 5, 10 mL) was added to complex unreacted 177Lu(III). Quality control by HPLC.",>98%,>99% (over 5 d in plasma),40 MBq/nmol,,,
RDC02520,RDC,[111In]In-DTPA-folate,,,,,,,,,,,,,,,,,,,,,,,,,,DTPA conjugated to folic acid; labeled with 111In(III) chloride at room temperature per kit-formulated protocol; radiochemical purity determined by thin-layer chromatography.,,>92%,MBq/mg,,,
RDC02521,RDC,[99mTc]Tc-etarfolatide,,,,,,,,,,,,,,,,,,,,,,,,,,Folate-derived conjugate labeled with 99mTc; radiolabeling method consistent with folate-HYNIC-Tc conjugates,,,MBq/mg,,,
RDC02525,RDC,[47Sc]Sc-cm10,,,,,,,,,,,,,,,,,,,,,,,,,,"47Sc produced via ⁴⁶Ca(n,γ)⁴⁷Ca→β⁻⁴⁷Sc nuclear reaction; separated by extraction and cation exchange chromatography; cm10 (10⁻³ M) mixed with 47Sc in NH₄Ac/HCl (pH 4.5) and incubated at 95°C for 10 min; 5 mM sodium diethylene triamine pentaacetic acid added to complex free 47Sc(III); quality control by HPLC.",>96%,>97% (stable in PBS for 24 h),13 MBq/nmol,,,
RDC02526,RDC,[149Tb]Tb-cm09,,,,,,,,,,,,,,,,,,,,,,,,,,Produced by proton-induced spallation of tantalum; purified by cation exchange chromatography; eluted in α-hydroxyisobutyrate (pH 4.75) and directly mixed with cm09; heated at 95°C for 15 min; 5 mM Na-diethylenetriaminepentaacetic acid added; quality control by HPLC.,>96%,,0.48 MBq/nmol,,,
RDC02527,RDC,[152Tb]Tb-cm09,,,,,,,,,,,,,,,,,,,,,,,,,,Produced by proton-induced spallation of tantalum; purified by cation exchange chromatography; eluted in α-hydroxyisobutyrate (pH 4.75) and directly mixed with cm09; heated at 95°C for 15 min; 5 mM Na-diethylenetriaminepentaacetic acid added; quality control by HPLC.,>96%,,1.33 MBq/nmol,,,
RDC02528,RDC,[155Tb]Tb-cm09,,,,,,,,,,,,,,,,,,,,,,,,,,Produced by proton-induced spallation of tantalum; purified by cation exchange chromatography; eluted in α-hydroxyisobutyrate (pH 4.75) and directly mixed with cm09; heated at 95°C for 15 min; 5 mM Na-diethylenetriaminepentaacetic acid added; quality control by HPLC.,>96%,,0.64 MBq/nmol,,,
RDC02529,RDC,[161Tb]Tb-cm09,,,,,,,,,,,,,,,,,,,,,,,,,,"Produced by neutron irradiation of 160Gd; purified by cation exchange chromatography; TbCl3 solution mixed with cm09, HCl, and sodium acetate; heated at 95°C for 15 min; 5 mM Na-diethylenetriaminepentaacetic acid added; quality control by HPLC.",>98%,>95% (stable in PBS for 48 h),2.75–40 MBq/nmol,,,
RDC02515,RDC,[177Lu]Lu-EC0800,,,,,,,,,,,,,,,,,,,,,,,,,,Radiosynthesis of DOTA-folate conjugate EC0800 with 177Lu; stability evaluated in PBS and human blood plasma; quality control via established methods.,,>95% (stable for ≥24 h),,,,
RDC02531,RDC,[99mTc]Tc-(CNMBFA)₆⁺,,,,,,,,,,,,,,,,,,,,,,,,,,"One-step kit labeling: lyophilized kit (sodium citrate, L-cysteine, SnCl₂·2H₂O) + CNMBFA (10 μg) + [99mTc]NaTcO₄ (37–370 MBq); heated at 100°C for 20 min; quality control by TLC and HPLC.",>95%,>90% (stable for 4 h),11.84 MBq/μmol,,,
RDC02532,RDC,[177Lu]Lu-OxFol-1,,,,,,,,,,,,,,,,,,,,,,,,,,Solid-phase synthesis (2 approaches); radiolabeled with ¹⁷⁷Lu at molar activity up to 100 MBq/nmol; ascorbic acid added for radiolytic stability; quality control by HPLC.,7–8% (chemical yield),>95%,100 MBq/nmol,,,
RDC02533,RDC,[177Lu]Lu-6R-RedFol-1,,,,,,,,,,,,,,,,,,,,,,,,,,"Solid-phase synthesis (Approach 2, folate introduced last); radiolabeled with ¹⁷⁷Lu at molar activity up to 100 MBq/nmol; ascorbic acid added; quality control by HPLC.",7% (chemical yield),>95%,100 MBq/nmol,,,
RDC02534,RDC,[177Lu]Lu-6S-RedFol-1,,,,,,,,,,,,,,,,,,,,,,,,,,"Solid-phase synthesis (Approach 2, folate introduced last); radiolabeled with ¹⁷⁷Lu at molar activity up to 100 MBq/nmol; ascorbic acid added; quality control by HPLC.",2% (chemical yield),>95%,100 MBq/nmol,,,
RDC02535,RDC,[177Lu]Lu-OxFol-14,,,,,,,,,,,,,,,,,,,,,,,,,,Solid-phase synthesis (adapted Approach 2); radiolabeled with ¹⁷⁷Lu at molar activity up to 100 MBq/nmol; ascorbic acid added; quality control by HPLC.,9% (chemical yield),>95%,100 MBq/nmol,,,
RDC02536,RDC,[177Lu]Lu-6R-RedFol-14,,,,,,,,,,,,,,,,,,,,,,,,,,Solid-phase synthesis (adapted Approach 2); radiolabeled with ¹⁷⁷Lu at molar activity up to 100 MBq/nmol; ascorbic acid added; quality control by HPLC.,15% (chemical yield),>95%,100 MBq/nmol,,,
RDC02537,RDC,[177Lu]Lu-6S-RedFol-14,,,,,,,,,,,,,,,,,,,,,,,,,,Solid-phase synthesis (adapted Approach 2); radiolabeled with ¹⁷⁷Lu at molar activity up to 100 MBq/nmol; ascorbic acid added; quality control by HPLC.,9% (chemical yield),>95%,100 MBq/nmol,,,
RDC02538,RDC,[68Ga]Ga-ATRIDAT-NAC,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeling with ⁶⁸Ga (eluted from ⁶⁸Ge/⁶⁸Ga generator) at pH 4.5, 90°C for 10 min; purified via C18 cartridge; quality control by ITLC and HPLC.",>75% (radiolabeling yield); 99.89% (purified),>97% (stable for 60 min),5 MBq/nmol,,,
RDC02539,RDC,[99mTc]Tc-DProFA-L1,,,,,,,,,,,,,,,,,,,,,,,,,,One-step kit labeling: DProFA (5 μg) + tricine (2 mg) + TPPTS (2 mg) + [99mTc]NaTcO4; heated at 100°C for 30 min; pH 5.0 (succinic acid buffer); quality control by TLC/HPLC.,>95%,>95% (stable for 4 h),7.4–37 MBq/μg,,,
RDC02540,RDC,[99mTc]Tc-DAlaFA-L1,,,,,,,,,,,,,,,,,,,,,,,,,,One-step kit labeling: DAlaFA (5 μg) + tricine (2 mg) + TPPTS (2 mg) + [99mTc]NaTcO4; heated at 100°C for 30 min; pH 5.0 (succinic acid buffer); quality control by TLC/HPLC.,>95%,>95% (stable for 4 h),7.4–37 MBq/μg,,,
RDC02541,RDC,[18F]Folate-PEG₁₂-NOTA-Al¹⁸F,,,,,,,,,,,,,,,,,,,,,,,,,,"One-pot radiolabeling: folate-PEG₁₂-NOTA + in situ prepared Al¹⁸F; heated at 105°C for 15 min (pH 4, 0.1 M NaOAc buffer); purified via HPLC; quality control by radio-HPLC.",8.4±1.3% (decay-corrected),~100%,35.8±15.3 GBq/mmol,,,
RDC02542,RDC,177Lu]Lu-cm10,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeling with ¹⁷⁷LuCl₃ (pH ~4.5, 0.5 M NaOAc buffer); heated at 95°C for 10 min; NaDTPA added to complex free ¹⁷⁷Lu; quality control by RP-HPLC.",,>95%,50 MBq/nmol,,,
RDC02543,RDC,[177Lu]Lu-cm12,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeling with ¹⁷⁷LuCl₃ (pH ~4.5, 0.5 M NaOAc buffer); heated at 95°C for 10 min; NaDTPA added to complex free ¹⁷⁷Lu; quality control by RP-HPLC.",,>95%,50 MBq/nmol,,,
RDC02544,RDC,[177Lu]Lu-cm13,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeling with ¹⁷⁷LuCl₃ (pH ~4.5, 0.5 M NaOAc buffer); heated at 95°C for 10 min; NaDTPA added to complex free ¹⁷⁷Lu; quality control by RP-HPLC.",,>95%,50 MBq/nmol,,,
RDC02546,RDC,[64Cu]Cu-rf42,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeling with ⁶⁴CuCl₂ (pH ~4.5, 0.5 M NaOAc buffer); incubated at room temperature for 10 min; quality control by radio-HPLC.",,>95%,20 MBq/nmol,,,
RDC02547,RDC,[68Ga]Ga-rf42,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeling with ⁶⁸GaCl₃ (pH ~4.5, 0.5 M NaOAc buffer); incubated at room temperature for 10 min; quality control by radio-HPLC.",,>95%,20 MBq/nmol,,,
RDC02548,RDC,[99mTc]Tc(CO)₃-5,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeling with [⁹⁹ᵐTc(CO)₃(H₂O)₃]⁺ (prepared from ⁹⁹ᵐTcO₄⁻ via IsoLink kit); heated at 100°C for 30 min (pH 7.4, PBS); one-pot synthesis available from azide precursor 3; quality control by HPLC.",~90% (one-pot); 50% at 10⁻⁷ M ligand concentration,>95%,,,,
RDC02549,RDC,[99mTc]Tc(CO)₃-6,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeling with [⁹⁹ᵐTc(CO)₃(H₂O)₃]⁺; heated at 100°C for 30 min (pH 7.4, PBS); quality control by HPLC.",50% at 10⁻⁷ M ligand concentration,>95%,,,,
RDC02551,RDC,[⁹⁹ᵐTc]Tc-10,,,,,,,,,,,,,,,,,,,,,,,,,,Radiolabeling with [⁹⁹ᵐTc(CO)₃(H₂O)₃]⁺ (prepared via IsoLink kit); 1:3 metal-to-ligand ratio; heated at 95°C for 30 min; purified via HPLC; quality control by radio-HPLC/radio-TLC.,>99%,>99%,,,,
RDC02516,RDC,[¹⁷⁷Lu]Lu-cm09,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeling with ¹⁷⁷LuCl₃ (pH 4.5, 0.5 M NaOAc + 0.05 M HCl); heated at 95°C for 10 min; quality control by HPLC.",,>95%,20 MBq/nmol,,,
RDC02515,RDC,[¹⁷⁷Lu]Lu-EC0800,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeling with ¹⁷⁷LuCl₃ (pH 4.5, 0.5 M NaOAc + 0.05 M HCl); heated at 95°C for 10 min; quality control by HPLC.",,>95%,20 MBq/nmol,,,
RDC02552,RDC,[⁹⁹ᵐTc]Tc-Ac-G5-FA-DTPA,,,,,,,,,,,,,,,,,,,,,,,,,,Radiolabeling with ⁹⁹ᵐTcO₄⁻; SnCl₂ as reducing agent (converts ⁹⁹ᵐTc to +3/+4 valence); heated at 80°C for 30 min; quality control by HPLC.,0.989,,,,,
RDC02515,RDC,[¹⁷⁷Lu]Lu-EC0800,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeling with ¹⁷⁷LuCl₃ (pH 4.5, 0.5 M NaOAc + 0.05 M HCl); heated at 95°C for 10 min; quality control by HPLC.",,>95%,,,,
RDC02556,RDC,[⁹⁹ᵐTc]Tc-Citro-folate,,,,,,,,,,,,,,,,,,,,,,,,,,Radiolabeling of citro-folate with ⁹⁹ᵐTc; chelation via citric acid carboxyl groups; optimized reaction conditions; quality control by radiochemical analysis.,97±1.0%,,1.32 MBq/mmol,,,
RDC02557,RDC,Gd.DOTA.Folate,,,,,,,,,,,,,,,,,,,,,,,,,,"Solid-phase synthesis of folate precursor (yield 83%), conjugation with activated DOTA-NHS ester (yield 57%), chelation with GdCl₃; quality control by HPLC/MS.",57% (final conjugate),,,,,
RDC02558,RDC,[⁶⁷Ga/⁶⁸Ga]Ga-P3026,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeling with ⁶⁷GaCl₃/⁶⁸GaCl₃ (pH 5, acetate buffer); ⁶⁷Ga: 95°C for 30 min; ⁶⁸Ga: 95°C for 10 min; quality control by radiochemical analysis.",>95%,>92%,7 - 9 MBq/nmol,,,
RDC02560,RDC,[⁶⁸Ga]Ga-P3246,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeling with ⁶⁸GaCl₃ (pH 4.0, sodium acetate buffer); 25°C for 10 min; quality control by radiochemical analysis.",>95%,>92%,~30 MBq/nmol,,,
RDC02561,RDC,[⁹⁹ᵐTc]Tc-DO3A-EA-Folate,,,,,,,,,,,,,,,,,,,,,,,,,,Radiolabeling of DO3A-EA-Folate with ⁹⁹ᵐTc; direct complexation reaction; quality control by radiochemical analysis.,>97%,>97%,0.074 MBq/g,,,
RDC02562,RDC,[¹⁸F]Folate-NOTA-Al¹⁸F,,,,,,,,,,,,,,,,,,,,,,,,,,"¹⁸F⁻ was incubated with AlCl₃ in NaOAc buffer (pH 4) at room temperature for 2 minutes. The folate-NOTA precursor was added, and the mixture was heated at 100 °C for 15 minutes. Semi-preparative HPLC purification was carried out (Rt​=11.5 min). The resulting product was sterile-filtered and diluted to the target radioactivity.",18.6±4.5%,98.3±2.9%,68.82±18.5 GBq/μmol,,,
RDC02563,RDC,[⁶⁸Ga]Ga-DOTA-M2pep,,,,,,,,,,,,,,,,,,,,,,,,,,"DOTA-M2pep was dissolved in water and mixed with [⁶⁸Ga]GaCl₃. The pH was adjusted to 4.0–4.5 using 1 M sodium acetate buffer, followed by incubation in a water bath at 55 °C for 30 minutes. Radiochemical purity was confirmed by radio-HPLC, and no further purification was needed.",-,98±1.15%,0.24–0.33 MBq/µg,,,
RDC02533,RDC,[¹⁷⁷Lu]Lu-6R-RedFol-1,,,,,,,,,,,,,,,,,,,,,,,,,,"6R-RedFol-1 was incubated with [¹⁷⁷Lu]LuCl₃ at pH approximately 4.5. 6 mg of L-ascorbic acid was added to prevent oxidation. Quality control and purification were performed via HPLC, with no additional purification required.",-,>99%,10–50 MBq/nmol,,,
RDC02565,RDC,177Lu]Lu-DTPA-2F8,,,,,,,,,,,,,,,,,,,,,,,,,,"1. Untagged #2F8 (3 mg/mL in 50 mM Na₂CO₃ buffer pH 8.5) + 10× molar excess CHX-A""-DTPA, 3 h RT; 2. Quench pH to 7.0; 3. Purify DTPA-2F8 via Superdex 75 10/300 GL (0.1 M NH₄OAc pH 7.0); 4. Incubate 177Lu with DTPA-2F8 (200 mM NH₄OAc pH 5) 30 min 37°C; 5. Purify via NAP-5 column (0.9% NaCl, +5 mg/mL ascorbic acid for high radioactivity); 6. Filter 0.22 μm",>96%,>96%,,,,
RDC02566,RDC,[99mTc]Tc-2F8,,,,,,,,,,,,,,,,,,,,,,,,,,1. Radiolabel anti-CD38 sdAbs with 99mTc at C-terminal His₆-tag using Isolink kit; 2. Separate 99mTc-sdAbs from unreacted [99mTc(H₂O)₃(CO)₃]⁺ via NAP-5 size exclusion chromatography; 3. Filter eluate 0.22 μm,>95%,>95%,,,,
RDC02567,RDC,[111In]In-DTPA-2F8,,,,,,,,,,,,,,,,,,,,,,,,,,"1. Untagged #2F8 (3 mg/mL in 50 mM Na₂CO₃ buffer pH 8.5) + 10× molar excess CHX-A""-DTPA, 3 h RT; 2. Quench pH to 7.0; 3. Purify DTPA-2F8 via Superdex 75 10/300 GL (0.1 M NH₄OAc pH 7.0); 4. Incubate 111In with DTPA-2F8 (200 mM NH₄OAc pH 5) 30 min RT; 5. Purify via NAP-5 column (0.9% NaCl); 6. Filter 0.22 μm",>96%,>96%,,,,
RDC02568,RDC,64Cu-NODAGA-PEG4-SL022-GGS,,,,,,,,,,,,,,,,,,,,,,,,,,"1. 64CuCl₂ (5-10 µL in 0.5 M HCl) diluted with 0.1 M ammonium acetate buffer (pH 5.5, 50-100 µL); 2. Mixed with NODAGA-PEG4-SL022-GGS (20 µg, 11.3 nmol) in 200 µL ammonium acetate buffer (pH 5.5); 3. Incubated at 70 °C for 15 min with slight shaking; 4. Purity confirmed by analytical radio-reversed phase HPLC",,99±0.03%,3.3~6.6 MBq/nmol,,,
RDC02569,RDC,89Zr-Df-daratumumab,,,,,,,,,,,,,,,,,,,,,,,,,,"Daratumumab was buffer-exchanged to PBS, conjugated with Df at a 1:10 ratio, ⁸⁹Zr produced via proton irradiation of natural yttrium foils, Df-daratumumab incubated with ⁸⁹Zr-oxalate and purified",>70%,,,,,
RDC02570,RDC,[89Zr]Zr-Df-IgG,,,,,,,,,,,,,,,,,,,,,,,,,,Prepared using similar methods to [89Zr]Zr-Df-daratumumab with a nonspecific human IgG antibody,>70%,,,,,
RDC02572,RDC,99mTc-CD3813,,,,,,,,,,,,,,,,,,,,,,,,,,"Nanobody CD3813 was genetically engineered to contain a C-terminus tag (LPETG), conjugated with G4C oligopeptide via sortase A-mediated transacylation, then reacted with 99mTc-GH at 37 °C for 0.5 h, purified by Nap-5 columns",0.922,0.996,,,,
RDC02569,RDC,89Zr-Df daratumumab,,,,,,,,,,,,,,,,,,,,,,,,,,"Daratumumab was conjugated with SCN-Bn-deferoxamine (Df) at pH 8.5-9.0 for 2 h, purified by PD-10 columns; 89Zr-oxalate was neutralized with HEPES buffer, mixed with Df-daratumumab, incubated at 37 °C for 1 h, purified by PD-10 columns",89.80 ± 2.21%,,71.0 ± 12.6 KBq/μg,,,
RDC02570,RDC,89Zr-Df-IgG,,,,,,,,,,,,,,,,,,,,,,,,,,"Prepared via similar method as 89Zr-Df-daratumumab: human serum IgG conjugated with Df, radiolabeled with 89Zr, purified by PD-10 columns",,,,,,
RDC02573,RDC,177Lu-labeled daratumumab,,,,,,,,,,,,,,,,,,,,,,,,,,"Daratumumab conjugated with p-SCN-Bn-CHX-DTPA at mole ratio 1:5-1:10, mixed with 177LuCl3 in sodium acetate buffer (pH 6.5) at 37 °C, purified by PD-10 columns",>92%,,74~185 GBq/g,,,
RDC02574,RDC,89Zr-labeled daratumumab,,,,,,,,,,,,,,,,,,,,,,,,,,"Daratumumab conjugated with SCN-Bn-Df, mixed with 89Zr-oxalate in HEPES buffer (pH 7.0) at 37 °C for 1 h, purified by PD-10 columns",>92%,,74~185 GBq/g,,,
RDC02575,RDC,[68Ga]Ga-TOHP-CD3813,,,,,,,,,,,,,,,,,,,,,,,,,,"CD3813 conjugated with Mal-TOHP via cysteine residue at C-terminus, radiolabeled with 68Ga at room temperature within 10 min, purified by PD-10 columns",85.67 ± 2.58%,>99%,1519.82 ± 33.06 GBq/g,,,
RDC02569,RDC,[⁸⁹Zr] Zr-DFO-daratumumab,,,,,,,,,,,,,,,,,,,,,,,,,,"Daratumumab incubated with DFO-Bz-NCS in 0.1 M sodium carbonate buffer (pH=9) at 37 °C for 1 h, purified by Zeba spin columns; mixed with neutralized 89Zr-oxalate at 37 °C for 1 h",,>99%,55.5 MBq/nmol,,,
RDC02577,RDC,[68Ga]Ga-DOTA-PF381,,,,,,,,,,,,,,,,,,,,,,,,,,"Mixing ⁶⁸GaCl₃ with DOTA-PF381 in sodium acetate buffer (pH 4-5), heating at 90 °C for 10 min, purification by radioHPLC",78.45±7.91%,>98%,7.5 9.6 GBq/μmol,,,
