drug_id,external_id,drug_name,drug_synonyms,status,Type,main_pubmed,main_doi,smiles,structure_image,chebi_id,pubchem_cid,pubchem_sid,MOA,notes,created_at,updated_at,,,,,,,,,,,,,,
RDC02840,,[177Lu]Lu-JH040182,177Lu-JH040182,Preclinical,Treatment and Diagnosis,,,,,,,,"[177Lu]Lu-JH040182 is a radioligand therapy comprising Lutetium-177 conjugated to a Fibroblast Activation Protein (FAP)-targeting small-molecule inhibitor, utilizing beta particles for the treatment of various advanced malignant solid neoplasms.",,,,,,,,,,,,,,,,,
RDC02841,,[177Lu]Lu-JH12,177Lu-JH12,Preclinical,Treatment and Diagnosis,,10.1158/1538-7445.AM2025-4600,,,,,,"[177Lu]Lu-JH12 is a radioligand therapy comprising Lutetium-177 conjugated  to a PSMA-targeting small-molecule ligand, utilizing beta particles for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02842,,[68Ga]Ga-JH12,68Ga-JH12,,Diagnosis,,10.1158/1538-7445.AM2025-4600,,,,,,"[68Ga]Ga-JH12 is a radiotracer comprising Gallium-68 conjugated to a PSMA-targeting small-molecule ligand, utilizing positron emission for the PET diagnostic imaging of prostate cancer staging, recurrence detection, and therapeutic response assessment.",,,,,,,,,,,,,,,,,
RDC02843,,JH28,,Preclinical,Treatment and Diagnosis,,,,,,,,"JH28 is a theranostic radiopharmaceutical conjugated with radionuclides via J-Linker technology, which achieves precise tumor imaging diagnosis and radionuclide therapy by targeting relevant targets in solid tumors.",,,,,,,,,,,,,,,,,
RDC02844,,JHXX,,Preclinical,,,,,,,,,"JHXX is a J-Linker‑based theranostic radiopharmaceutical by Bivision Pharma, pairing diagnostic radionuclides (e.g., ⁶⁸Ga) with therapeutic radionuclides (e.g., ¹⁷⁷Lu/²²⁵Ac) to target an undisclosed solid tumor receptor, enabling precise tumor imaging and radionuclide therapy.",,,,,,,,,,,,,,,,,
RDC02845,,BRP-010,,Phase 1,Treatment,,,,,,,,"BRP-010 is a theranostic covalent radiopharmaceutical targeting fibroblast activation protein (FAP), which irreversibly binds to FAP via SuFEx warhead, chelates diagnostic/therapeutic radionuclides (e.g., ⁶⁸Ga/¹⁷⁷Lu), and is used for PET imaging diagnosis and radionuclide therapy of solid tumors.",,,,,,,,,,,,,,,,,
RDC02846,,BPR-020,,Preclinical,Treatment,,,,,,,,"BPR-020 is a radiopharmaceutical targeting Nectin-4 developed by BoomRay Pharma, chelating ⁶⁸Ga/¹⁷⁷Lu radionuclides, used for PET imaging diagnosis and radionuclide therapy of solid tumors.",,,,,,,,,,,,,,,,,
RDC02847,,BPR-030,,Preclinical,Treatment,,,,,,,,"BRP-030 is a theranostic radiopharmaceutical developed by BoomRay Pharma targeting an undisclosed target, chelating ⁶⁸Ga/¹⁷⁷Lu radionuclides, used for PET imaging diagnosis and radionuclide therapy of solid tumors.",,,,,,,,,,,,,,,,,
RDC02848,,BPR-040,,Preclinical,Treatment,,,,,,,,"BPR-040 is a theranostic radiopharmaceutical developed by BoomRay Pharma. Its specific target remains undisclosed. It is built on the company’s proprietary CTR (Covalent Targeted Radioligand) platform, chelates ⁶⁸Ga/¹⁷⁷Lu radionuclides, and is intended for PET imaging diagnosis and radionuclide therapy of solid tumors.",,,,,,,,,,,,,,,,,
RDC02849,,[177Lu]Lu-LNC-1009,177Lu-LNC-1009,Preclinical,Treatment,,,,,,,,"[177Lu]Lu-LNC-1009 is a radioligand therapy comprising Lutetium-177 conjugated to a Fibroblast Activation Protein (FAP)-targeting small-molecule inhibitor (modified with Evans Blue), utilizing beta particles for the treatment of various advanced malignant solid neoplasms.",,,,,,,,,,,,,,,,,
RDC02850,,[212Pb]Pb-LNC-1011,212Pb-LNC-1011,Preclinical,Treatment,,,,,,,,"[212Pb]Pb-LNC-1011 is a radioligand therapy comprising Lead-212 conjugated to a PSMA-targeting small-molecule ligand (modified with Evans Blue), utilizing high-energy alpha particles for the treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02851,,[177Lu]Lu-LNC-1018,177Lu-LNC-1018,Preclinical,Treatment,,,,,,,,"[177Lu]Lu-LNC-1018 is a radioligand therapy comprising Lutetium-177 conjugated  to a Fibroblast Activation Protein (FAP)-targeting small-molecule inhibitor (modified with Evans Blue), utilizing beta particles for the treatment of various advanced malignant solid neoplasms.",,,,,,,,,,,,,,,,,
RDC02852,,[177Lu]Lu-LNC-1020,177Lu-LNC-1020,Preclinical,Treatment,,,,,,,,"[177Lu]Lu-LNC-1020 is a radioligand therapy comprising Lutetium-177 conjugated to a Cholecystokinin B Receptor (CCKBR)-targeting ligand (modified with Evans Blue), utilizing beta particles for the treatment of solid tumors such as medullary thyroid carcinoma and gastrointestinal stromal tumors.",,,,,,,,,,,,,,,,,
RDC02853,,[225Ac]Ac-DOTA-h11B6,"225Ac-DOTA-h11B6,JNJ‑69086420",Phase 1,Treatment,,10.1200/jco.2022.40.16_suppl.tps5104?af=r,,,,,,"225Ac-DOTA-h11B6 targets KLK2, which is highly expressed in prostate cancer, via the humanized antibody h11B6, delivering the α-emitting radionuclide 225Ac to precisely kill tumor cells.",,,,,,,,,,,,,,,,,
RDC02854,,[177Lu]Lu-PSMA I&T,177Lu-PSMA I&T,Phase 3,Treatment,,10.1007/s00259-022-05744-6,,,,,,"[177Lu]Lu-PSMA I&T is a radioligand therapy comprising Lutetium-177 conjugated to a PSMA-targeting small-molecule inhibitor (using the Imaging & Therapy scaffold), utilizing beta particles for the treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02855,,[64Cu]Cu-PSMA I&T,64Cu-PSMA I&T,Phase 3,Diagnosis,,,,,,,,"[64Cu]Cu-PSMA I&T is a radiotracer comprising Copper-64 conjugated to a PSMA-targeting small-molecule ligand, utilizing positron emission for the PET diagnostic imaging of prostate cancer staging, biochemical recurrence detection, and therapeutic response assessment.",,,,,,,,,,,,,,,,,
RDC02856,,[68Ga]Ga-JH03,68Ga-JH03,Phase 1,Diagnosis,,10.1158/1538-7445.AM2025-4599,,,,,,"[68Ga]Ga-JH03 is a radiotracer comprising Gallium-68 conjugated to a PSMA-targeting small-molecule ligand, utilizing positron emission for the PET diagnostic imaging of prostate cancer and its metastases.",,,,,,,,,,,,,,,,,
RDC02857,,[177Lu]Lu-JH04,177Lu-JH04,Phase 1,Treatment,,10.1158/1538-7445.AM2025-4599,,,,,,"[177Lu]Lu-JH04 is a radioligand therapy comprising Lutetium-177 conjugated  to a Fibroblast Activation Protein (FAP)-targeting small-molecule inhibitor, utilizing beta particles for the treatment of various malignant solid tumors.",,,,,,,,,,,,,,,,,
RDC02859,,[212Pb]Pb-ADVC001,212Pb-ADVC001,Phase 2,Treatment,,10.2967/jnumed.123.267189,,,,,,"[212Pb]Pb-ADVC001 is a radioligand therapy comprising Lead-212 conjugated to a Fibroblast Activation Protein (FAP)-targeting small-molecule inhibitor, utilizing high-energy alpha particles for the treatment of various advanced malignant solid tumors.",,,,,,,,,,,,,,,,,
RDC02860,,[64Cu]Cu-PSMA-Q,64Cu-PSMA-Q,Phase 1,Diagnosis,,,,,,,,"[64Cu]Cu-PSMA-Q is a radiotracer comprising Copper-64 conjugated to a PSMA-targeting ligand (often featuring a ""Q"" type or similarly optimized scaffold), utilizing positron emission for the PET diagnostic imaging of prostate cancer.",,,,,,,,,,,,,,,,,
RDC02702,,[64Cu]Cu-hu3F8,64Cu-hu3F8,Preclinical,Diagnosis,39702399,10.1007/s00259-024-07033-w,,,,,,"A PET imaging radiopharmaceutical that targets GD2 via the humanized antibody hu3F8, delivering the positron-emitting radionuclide 64Cu specifically to GD2-expressing tumors for noninvasive visualization and quantification.",,,,,,,,,,,,,,,,,
RDC02703,,[177Lu]Lu-hu3F8,177Lu-hu3F8,Preclinical,Treatment,39702399,10.1007/s00259-024-07033-w,,,,,,"A targeted radiotherapy agent that binds GD2 through the humanized antibody hu3F8, delivering the beta-emitting radionuclide 177Lu to GD2-positive cancer cells to induce DNA damage and tumor regression.",,,,,,,,,,,,,,,,,
RDC00007,,[111In]In-Capromab pendetide,(111In)-Capromab pendetide,Approved,Diagnosis,12721246,10.1200/JCO.2003.05.138,,,,,,"[111In]In-Capromab pendetide is an indium-111 labeled monoclonal antibody targeting prostate-specific membrane antigen (PSMA), used in nuclear medicine imaging for the diagnostic evaluation of prostate cancer in patients post-biopsy or with high risk of recurrence.",,,,,,,,,,,,,,,,,
RDC00008,,[177Lu]Lu-PNT2002,177Lu-PNT2002,Approved,Treatment,,,,,,,,"[177Lu]Lu-PNT2002 is a lutetium-177 labeled small-molecule radioligand targeting prostate-specific membrane antigen (PSMA), which delivers targeted beta-radiation to induce tumor cell death, used for the treatment of patients with PSMA-positive metastatic castration-resistant prostate cancer (mCRPC) progressing after androgen receptor pathway inhibitor (ARPI) therapy.",,,,,,,,,,,,,,,,,
RDC00009,,[99mTc]Tc-MIP1404,99MTC-MIP1404,Preclinical,Diagnosis,28302763,10.2967/jnumed.116.187807,,,,,,"[99mTc]Tc-MIP1404 (also known as Technetium Tc 99m trofolastat) is a technetium-99m labeled small-molecule inhibitor targeting prostate-specific membrane antigen (PSMA), used in single-photon emission computed tomography (SPECT/CT) for the nuclear medicine diagnostic imaging of primary staging, localization of biochemical recurrence, and companion diagnostic assessment of eligibility for 177Lu-PSMA radiopharmaceutical therapy in patients with prostate cancer.",,,,,,,,,,,,,,,,,
RDC00010,,[99mTc]mTc-EDDA/HYNIC-iPSMA,TLX-599-CDx,Preclinical,Diagnosis,30510850,,,,,,,"[99mTc]Tc-EDDA/HYNIC-iPSMA is a technetium-99m labeled small-molecule peptidomimetic inhibitor targeting prostate-specific membrane antigen (PSMA), used in single-photon emission computed tomography (SPECT/CT) for the nuclear medicine diagnostic imaging of primary staging, detection of biochemical recurrence, and assessment of metastatic lesions in patients with prostate cancer.",,,,,,,,,,,,,,,,,
RDC00014,,[67Cu]Cu-SAR-bisPSMA,Abefolastat tesaroxetan,Approved,Diagnosis,,10.2967/jnumed.120.251579,,,,,,"[67Cu]Cu-SAR-bisPSMA is a copper-67 labeled dual-targeted small-molecule radioligand targeting prostate-specific membrane antigen (PSMA), which delivers targeted beta-radiation to induce tumor cell death, used for the treatment of patients with imaging-confirmed PSMA-positive metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC00015,,[64Cu]Cu-SAR-bisPSMA,Cu64-SAR-bisPSMA,Approved,Diagnosis,,,,,,,,"[64Cu]Cu-SAR-bisPSMA is a copper-64 labeled dual-targeted small-molecule radioligand targeting prostate-specific membrane antigen (PSMA), used in positron emission tomography (PET/CT) for the nuclear medicine diagnostic imaging of lesion screening, staging, and treatment response evaluation in patients with prostate cancer.",,,,,,,,,,,,,,,,,
RDC00019,,[177Lu]Lu-dotadipep,177Lu-FC705,Approved,Treatment,36551710,10.3390/cancers14246225,,,,,,"[177Lu]Lu-dotadipep is a lutetium-177 labeled small-molecule radioligand targeting prostate-specific membrane antigen (PSMA), which delivers targeted beta-radiation to induce tumor cell death, used for the treatment of patients with PSMA-positive metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC00020,,[68Ga]Ga-P16-093,"68GA-P16-093，PSMA-093, P16-093, [68Ga]PSMA-093",Preclinical,Diagnosis,,,,,,,,"[68Ga]Ga-P16-093 is a gallium-68 labeled PSMA-targeting ligand targeting prostate-specific membrane antigen (PSMA) with a characteristic of low urinary excretion, used in positron emission tomography (PET/CT or PET/MRI) for the nuclear medicine diagnostic imaging of primary staging, localized lesion detection, and biochemical recurrence in patients with prostate cancer.",,,,,,,,,,,,,,,,,
RDC00023,,[177Lu]Lu-EB-PSMA-617,177Lu-EB-PSMA-617,Preclinical,Diagnosis,32358086,10.2967/jnumed.120.242263,,,,,,"[177Lu]Lu-EB-PSMA-617 is a lutetium-177 labeled, Evans Blue (EB)-modified small-molecule radioligand targeting prostate-specific membrane antigen (PSMA), which extends blood circulation half-life and enhances tumor uptake by binding to serum albumin and delivers targeted beta-radiation to induce tumor cell death, used for the treatment of patients with PSMA-positive metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC00751,,[68Ga]Ga-DOTA.SA.FAPi,68Ga-DOTA.SA.FAPi,Preclinical,Diagnosis,37348571,10.1016/j.bmcl.2023.129382,,,,,,"[68Ga]Ga-DOTA.SA.FAPi is a gallium-68 labeled, squaric acid (SA)-modified fibroblast activation protein inhibitor targeting fibroblast activation protein (FAP) in the tumor microenvironment, used in positron emission tomography (PET/CT) for the nuclear medicine diagnostic imaging of primary tumors, staging, metastasis detection, and theranostic assessment across various epithelial malignancies (such as breast cancer, sarcoma, gastrointestinal tumors, and high-grade neuroendocrine tumors).",,,,,,,,,,,,,,,,,
RDC00752,,[68Ga]Ga-DATA5m.SA.FAPi,68Ga-DATA5m.SA.FAPi,Preclinical,Diagnosis,37348571,10.1016/j.bmcl.2023.129382,,,,,,"[68Ga]Ga-DATA5m.SA.FAPi is a gallium-68 labeled, squaric acid (SA)-modified fibroblast activation protein inhibitor targeting fibroblast activation protein (FAP) in the tumor microenvironment, used in positron emission tomography (PET/CT) for the nuclear medicine diagnostic imaging of various epithelial malignancies (such as NSCLC, pancreatic cancer, prostate cancer, and neuroendocrine tumors) as well as non-malignant fibrotic conditions (such as focal nodular hyperplasia and pulmonary fibrosis).",,,,,,,,,,,,,,,,,
RDC00754,,[177Lu]Lu-vF19,177Lu-vF19,Preclinical,Treatment,37442604,10.2967/jnumed.123.265524,,,,,,"[177Lu]Lu-vF19 is a lutetium-177 labeled humanized monoclonal antibody targeting fibroblast activation protein (FAP) in the tumor microenvironment, which delivers targeted beta-radiation to eliminate malignant tumor cells and stromal components, used for the radioimmunotherapy of FAP-positive tumors (such as melanoma).",,,,,,,,,,,,,,,,,
RDC00755,,[68Ga]Ga-FSDD0I,68Ga-FSDD0I,Preclinical,Diagnosis,37241763,10.1021/acs.jmedchem.1c02162,,,,,,"[68Ga]Ga-FSDD0I is a gallium-68 labeled, albumin-binding fibroblast activation protein (FAP)-targeting ligand, which extends blood circulation half-life and enhances tumor uptake by binding to serum albumin, used in positron emission tomography (PET/CT or PET/MRI) for the nuclear medicine companion diagnostic imaging of primary tumors, metastasis detection, and evaluation across various FAP-positive solid tumors (such as hepatocellular carcinoma).",,,,,,,,,,,,,,,,,
RDC00756,,[68Ga]Ga-FSDD1I,68Ga-FSDD1I,Preclinical,Diagnosis,37241763,10.3390/molecules28104022,,,,,,"[68Ga]Ga-FSDD1I is a gallium-68 labeled, albumin-binding fibroblast activation protein (FAP)-targeting inhibitor, which extends blood circulation half-life and enhances tumor accumulation by binding to serum albumin, used in positron emission tomography (PET/CT or PET/MRI) for the nuclear medicine diagnostic imaging of primary tumors and metastasis detection across various FAP-positive malignancies (such as epithelial malignancies including esophageal and gastric cancers).",,,,,,,,,,,,,,,,,
RDC00757,,[68Ga]Ga-FSDD3I,68Ga-FSDD3I,Preclinical,Diagnosis,37241763,10.3390/molecules28104022,,,,,,"[68Ga]Ga-FSDD3I is a gallium-68 labeled, fibroblast activation protein (FAP)-targeted radiopharmaceutical used in positron emission tomography (PET/CT or PET/MRI) for the nuclear medicine diagnostic imaging, primary staging, and metastasis detection across various FAP-positive solid tumors (such as gastrointestinal tumors and lung cancer).",,,,,,,,,,,,,,,,,
RDC00758,,[177Lu]Lu-FSDD0I,177Lu-FSDD0I,Preclinical,Treatment,37241763,10.3390/molecules28104022,,,,,,"[177Lu]Lu-FSDD0I is a lutetium-177 labeled, albumin-binding fibroblast activation protein (FAP)-targeting ligand, which extends blood circulation half-life and enhances tumor accumulation by binding to serum albumin and delivers targeted beta-radiation to eliminate malignant tumor cells and stromal components, used for the nuclear medicine radionuclide therapy of various FAP-positive solid tumors (such as hepatocellular carcinoma).",,,,,,,,,,,,,,,,,
RDC00759,,[68Ga]Ga-RPS-309,68Ga-RPS-309,Preclinical,Diagnosis,37097443,10.1007/s00259-023-06229-w,,,,,,"[68Ga]Ga-RPS-309 is a gallium-68 labeled, albumin-binding trifunctional small-molecule ligand targeting fibroblast activation protein-alpha (FAP-alpha) in the tumor microenvironment, which extends blood circulation half-life by binding to serum albumin, used in positron emission tomography (PET/CT) for the nuclear medicine diagnostic imaging and theranostic assessment of primary tumors and metastasis across various FAP-positive solid tumors (such as liposarcoma).",,,,,,,,,,,,,,,,,
RDC00760,,[68Ga]Ga-DOTAGA-OncoFAP,68Ga-DOTAGA-OncoFAP,Preclinical,Diagnosis,38155100,10.1021/acs.molpharmaceut.3c00987,,,,,,"[68Ga]Ga-DOTAGA-OncoFAP is a gallium-68 labeled high-affinity ultra-small molecule ligand targeting fibroblast activation protein (FAP) in the tumor microenvironment, used in positron emission tomography (PET/CT or PET/MRI) for the nuclear medicine diagnostic imaging, primary staging, metastasis screening, and theranostic assessment across various FAP-expressing solid tumors (such as pancreatic cancer, breast cancer, and glioblastoma).",,,,,,,,,,,,,,,,,
RDC00761,,[68Ga]Ga-NODAGA-OncoFAP,68Ga-NODAGA-OncoFAP,Preclinical,Diagnosis,38155100,10.1021/acs.molpharmaceut.3c00987,,,,,,[68Ga]Ga-NODAGA-OncoFAP is a gallium-68 labeled high-affinity ultra-small molecule ligand targeting fibroblast activation protein (FAP). it is used in PET/CT for the nuclear medicine diagnostic imaging and theranostic assessment of various FAP-positive solid tumors.,,,,,,,,,,,,,,,,,
RDC00762,,[68Ga]Ga-NOTA-OncoFAP,68Ga-NOTA-OncoFAP,Preclinical,Diagnosis,38155100,10.1021/acs.molpharmaceut.3c00987,,,,,,"[68Ga]Ga-NOTA-OncoFAP is a gallium-68 labeled high-affinity ultra-small molecule ligand targeting fibroblast activation protein (FAP). Utilizing the NOTA chelator for efficient room-temperature radiolabeling, it is used in PET/CT for the nuclear medicine diagnostic imaging and theranostic assessment of various FAP-positive solid tumors.",,,,,,,,,,,,,,,,,
RDC00763,,[177Lu]Lu-DOTAGA-OncoFAP,177Lu-DOTAGA-OncoFAP,Preclinical,Treatment,38155100,10.1021/acs.molpharmaceut.3c00987,,,,,,"[177Lu]Lu-DOTAGA-OncoFAP is a lutetium-177 labeled high-affinity ultra-small molecule radioligand targeting fibroblast activation protein (FAP) in the tumor microenvironment. It delivers targeted beta-radiation to eliminate malignant tumor cells and stromal components, and is used for the radionuclide therapy and theranostic assessment of various FAP-positive solid tumors.",,,,,,,,,,,,,,,,,
RDC00764,,Al[18F]F-NOTA-OncoFAP,18F-AlF-NOTA-OncoFAP,Preclinical,Diagnosis,38155100,10.1021/acs.molpharmaceut.3c00987,,,,,,Al[18F]F-NOTA-OncoFAP is an aluminum fluoride-18 labeled high-affinity ultra-small molecule ligand targeting fibroblast activation protein (FAP). It is used in PET/CT for the nuclear medicine diagnostic imaging and theranostic assessment of various FAP-positive solid tumors.,,,,,,,,,,,,,,,,,
RDC00765,,[177Lu]Lu-TE-FAPI-01,177Lu-TE-FAPI-01,Preclinical,Treatment,36645586,10.1186/s13550-022-00942-7,,,,,,"[177Lu]Lu-TE-FAPI-01 is a lutetium-177 labeled, long-circulating small molecule targeting fibroblast activation protein (FAP). It delivers targeted beta-radiation to eliminate malignant tumor cells and stroma, used for the radionuclide therapy of various FAP-positive solid tumors.",,,,,,,,,,,,,,,,,
